timestamp,endpoint,ms,cpu,caller
2025-07-01T12:00:00,/api/orders,150, 20, UI
2025-07-01T12:00:01,/api/orders,151, 21, UI
2025-07-01T12:00:02,/api/orders,152, 22, UI
2025-07-01T12:00:03,/api/orders,153, 23, UI
2025-07-01T12:00:04,/api/orders,154, 24, UI
2025-07-01T12:00:05,/api/orders,155, 25, UI
2025-07-01T12:00:06,/api/orders,156, 26, UI
2025-07-01T12:00:07,/api/orders,157, 27, UI
2025-07-01T12:00:08,/api/orders,158, 28, UI
2025-07-01T12:00:09,/api/orders,159, 29, UI
2025-07-01T12:00:10,/api/orders,160, 30, UI
2025-07-01T12:00:11,/api/orders,161, 31, UI
2025-07-01T12:00:12,/api/orders,162, 32, UI
2025-07-01T12:00:13,/api/orders,163, 33, UI
2025-07-01T12:00:14,/api/orders,164, 34, UI
2025-07-01T12:00:15,/api/orders,165, 35, UI
2025-07-01T12:00:16,/api/orders,166, 36, UI
2025-07-01T12:00:17,/api/orders,167, 37, UI
2025-07-01T12:00:18,/api/orders,168, 38, UI
2025-07-01T12:00:19,/api/orders,169, 39, UI
2025-07-01T12:00:20,/api/orders,170, 40, UI
2025-07-01T12:00:21,/api/orders,171, 41, UI
2025-07-01T12:00:22,/api/orders,172, 42, UI
2025-07-01T12:00:23,/api/orders,173, 43, UI
2025-07-01T12:00:24,/api/orders,174, 44, UI
2025-07-01T12:00:25,/api/orders,175, 45, UI
2025-07-01T12:00:26,/api/orders,176, 46, UI
2025-07-01T12:00:27,/api/orders,177, 47, UI
2025-07-01T12:00:28,/api/orders,178, 48, UI
2025-07-01T12:00:29,/api/orders,179, 49, UI
2025-07-01T12:00:30,/api/orders,180, 50, UI
2025-07-01T12:00:31,/api/orders,181, 51, UI
2025-07-01T12:00:32,/api/orders,182, 52, UI
2025-07-01T12:00:33,/api/orders,183, 53, UI
2025-07-01T12:00:34,/api/orders,184, 54, UI
2025-07-01T12:00:35,/api/orders,185, 55, UI
2025-07-01T12:00:36,/api/orders,186, 56, UI
2025-07-01T12:00:37,/api/orders,187, 57, UI
2025-07-01T12:00:38,/api/orders,188, 58, UI
2025-07-01T12:00:39,/api/orders,189, 59, UI
2025-07-01T12:00:40,/api/orders,190, 60, UI
2025-07-01T12:00:41,/api/orders,191, 61, UI
2025-07-01T12:00:42,/api/orders,192, 62, UI
2025-07-01T12:00:43,/api/orders,193, 63, UI
2025-07-01T12:00:44,/api/orders,194, 64, UI
2025-07-01T12:00:45,/api/orders,195, 65, UI
2025-07-01T12:00:46,/api/orders,196, 66, UI
2025-07-01T12:00:47,/api/orders,197, 67, UI
2025-07-01T12:00:48,/api/orders,198, 68, UI
2025-07-01T12:00:49,/api/orders,199, 69, UI
2025-07-01T12:00:50,/api/orders,150, 20, UI
2025-07-01T12:00:51,/api/orders,151, 21, UI
2025-07-01T12:00:52,/api/orders,152, 22, UI
2025-07-01T12:00:53,/api/orders,153, 23, UI
2025-07-01T12:00:54,/api/orders,154, 24, UI
2025-07-01T12:00:55,/api/orders,155, 25, UI
2025-07-01T12:00:56,/api/orders,156, 26, UI
2025-07-01T12:00:57,/api/orders,157, 27, UI
2025-07-01T12:00:58,/api/orders,158, 28, UI
2025-07-01T12:00:59,/api/orders,159, 29, UI
2025-07-01T12:00:00,/api/orders,160, 30, UI
2025-07-01T12:00:01,/api/orders,161, 31, UI
2025-07-01T12:00:02,/api/orders,162, 32, UI
2025-07-01T12:00:03,/api/orders,163, 33, UI
2025-07-01T12:00:04,/api/orders,164, 34, UI
2025-07-01T12:00:05,/api/orders,165, 35, UI
2025-07-01T12:00:06,/api/orders,166, 36, UI
2025-07-01T12:00:07,/api/orders,167, 37, UI
2025-07-01T12:00:08,/api/orders,168, 38, UI
2025-07-01T12:00:09,/api/orders,169, 39, UI
2025-07-01T12:00:10,/api/orders,170, 40, UI
2025-07-01T12:00:11,/api/orders,171, 41, UI
2025-07-01T12:00:12,/api/orders,172, 42, UI
2025-07-01T12:00:13,/api/orders,173, 43, UI
2025-07-01T12:00:14,/api/orders,174, 44, UI
2025-07-01T12:00:15,/api/orders,175, 45, UI
2025-07-01T12:00:16,/api/orders,176, 46, UI
2025-07-01T12:00:17,/api/orders,177, 47, UI
2025-07-01T12:00:18,/api/orders,178, 48, UI
2025-07-01T12:00:19,/api/orders,179, 49, UI
2025-07-01T12:00:20,/api/orders,180, 50, UI
2025-07-01T12:00:21,/api/orders,181, 51, UI
2025-07-01T12:00:22,/api/orders,182, 52, UI
2025-07-01T12:00:23,/api/orders,183, 53, UI
2025-07-01T12:00:24,/api/orders,184, 54, UI
2025-07-01T12:00:25,/api/orders,185, 55, UI
2025-07-01T12:00:26,/api/orders,186, 56, UI
2025-07-01T12:00:27,/api/orders,187, 57, UI
2025-07-01T12:00:28,/api/orders,188, 58, UI
2025-07-01T12:00:29,/api/orders,189, 59, UI
2025-07-01T12:00:30,/api/orders,190, 60, UI
2025-07-01T12:00:31,/api/orders,191, 61, UI
2025-07-01T12:00:32,/api/orders,192, 62, UI
2025-07-01T12:00:33,/api/orders,193, 63, UI
2025-07-01T12:00:34,/api/orders,194, 64, UI
2025-07-01T12:00:35,/api/orders,195, 65, UI
2025-07-01T12:00:36,/api/orders,196, 66, UI
2025-07-01T12:00:37,/api/orders,197, 67, UI
2025-07-01T12:00:38,/api/orders,198, 68, UI
2025-07-01T12:00:39,/api/orders,199, 69, UI
2025-07-01T12:00:40,/api/orders,150, 20, UI
2025-07-01T12:00:41,/api/orders,151, 21, UI
2025-07-01T12:00:42,/api/orders,152, 22, UI
2025-07-01T12:00:43,/api/orders,153, 23, UI
2025-07-01T12:00:44,/api/orders,154, 24, UI
2025-07-01T12:00:45,/api/orders,155, 25, UI
2025-07-01T12:00:46,/api/orders,156, 26, UI
2025-07-01T12:00:47,/api/orders,157, 27, UI
2025-07-01T12:00:48,/api/orders,158, 28, UI
2025-07-01T12:00:49,/api/orders,159, 29, UI
2025-07-01T12:00:50,/api/orders,160, 30, UI
2025-07-01T12:00:51,/api/orders,161, 31, UI
2025-07-01T12:00:52,/api/orders,162, 32, UI
2025-07-01T12:00:53,/api/orders,163, 33, UI
2025-07-01T12:00:54,/api/orders,164, 34, UI
2025-07-01T12:00:55,/api/orders,165, 35, UI
2025-07-01T12:00:56,/api/orders,166, 36, UI
2025-07-01T12:00:57,/api/orders,167, 37, UI
2025-07-01T12:00:58,/api/orders,168, 38, UI
2025-07-01T12:00:59,/api/orders,169, 39, UI
2025-07-01T12:00:00,/api/orders,170, 40, UI
2025-07-01T12:00:01,/api/orders,171, 41, UI
2025-07-01T12:00:02,/api/orders,172, 42, UI
2025-07-01T12:00:03,/api/orders,173, 43, UI
2025-07-01T12:00:04,/api/orders,174, 44, UI
2025-07-01T12:00:05,/api/orders,175, 45, UI
2025-07-01T12:00:06,/api/orders,176, 46, UI
2025-07-01T12:00:07,/api/orders,177, 47, UI
2025-07-01T12:00:08,/api/orders,178, 48, UI
2025-07-01T12:00:09,/api/orders,179, 49, UI
2025-07-01T12:00:10,/api/orders,180, 50, UI
2025-07-01T12:00:11,/api/orders,181, 51, UI
2025-07-01T12:00:12,/api/orders,182, 52, UI
2025-07-01T12:00:13,/api/orders,183, 53, UI
2025-07-01T12:00:14,/api/orders,184, 54, UI
2025-07-01T12:00:15,/api/orders,185, 55, UI
2025-07-01T12:00:16,/api/orders,186, 56, UI
2025-07-01T12:00:17,/api/orders,187, 57, UI
2025-07-01T12:00:18,/api/orders,188, 58, UI
2025-07-01T12:00:19,/api/orders,189, 59, UI
2025-07-01T12:00:20,/api/orders,190, 60, UI
2025-07-01T12:00:21,/api/orders,191, 61, UI
2025-07-01T12:00:22,/api/orders,192, 62, UI
2025-07-01T12:00:23,/api/orders,193, 63, UI
2025-07-01T12:00:24,/api/orders,194, 64, UI
2025-07-01T12:00:25,/api/orders,195, 65, UI
2025-07-01T12:00:26,/api/orders,196, 66, UI
2025-07-01T12:00:27,/api/orders,197, 67, UI
2025-07-01T12:00:28,/api/orders,198, 68, UI
2025-07-01T12:00:29,/api/orders,199, 69, UI
2025-07-01T12:00:30,/api/orders,150, 20, UI
2025-07-01T12:00:31,/api/orders,151, 21, UI
2025-07-01T12:00:32,/api/orders,152, 22, UI
2025-07-01T12:00:33,/api/orders,153, 23, UI
2025-07-01T12:00:34,/api/orders,154, 24, UI
2025-07-01T12:00:35,/api/orders,155, 25, UI
2025-07-01T12:00:36,/api/orders,156, 26, UI
2025-07-01T12:00:37,/api/orders,157, 27, UI
2025-07-01T12:00:38,/api/orders,158, 28, UI
2025-07-01T12:00:39,/api/orders,159, 29, UI
2025-07-01T12:00:40,/api/orders,160, 30, UI
2025-07-01T12:00:41,/api/orders,161, 31, UI
2025-07-01T12:00:42,/api/orders,162, 32, UI
2025-07-01T12:00:43,/api/orders,163, 33, UI
2025-07-01T12:00:44,/api/orders,164, 34, UI
2025-07-01T12:00:45,/api/orders,165, 35, UI
2025-07-01T12:00:46,/api/orders,166, 36, UI
2025-07-01T12:00:47,/api/orders,167, 37, UI
2025-07-01T12:00:48,/api/orders,168, 38, UI
2025-07-01T12:00:49,/api/orders,169, 39, UI
2025-07-01T12:00:50,/api/orders,170, 40, UI
2025-07-01T12:00:51,/api/orders,171, 41, UI
2025-07-01T12:00:52,/api/orders,172, 42, UI
2025-07-01T12:00:53,/api/orders,173, 43, UI
2025-07-01T12:00:54,/api/orders,174, 44, UI
2025-07-01T12:00:55,/api/orders,175, 45, UI
2025-07-01T12:00:56,/api/orders,176, 46, UI
2025-07-01T12:00:57,/api/orders,177, 47, UI
2025-07-01T12:00:58,/api/orders,178, 48, UI
2025-07-01T12:00:59,/api/orders,179, 49, UI
2025-07-01T12:00:00,/api/orders,180, 50, UI
2025-07-01T12:00:01,/api/orders,181, 51, UI
2025-07-01T12:00:02,/api/orders,182, 52, UI
2025-07-01T12:00:03,/api/orders,183, 53, UI
2025-07-01T12:00:04,/api/orders,184, 54, UI
2025-07-01T12:00:05,/api/orders,185, 55, UI
2025-07-01T12:00:06,/api/orders,186, 56, UI
2025-07-01T12:00:07,/api/orders,187, 57, UI
2025-07-01T12:00:08,/api/orders,188, 58, UI
2025-07-01T12:00:09,/api/orders,189, 59, UI
2025-07-01T12:00:10,/api/orders,190, 60, UI
2025-07-01T12:00:11,/api/orders,191, 61, UI
2025-07-01T12:00:12,/api/orders,192, 62, UI
2025-07-01T12:00:13,/api/orders,193, 63, UI
2025-07-01T12:00:14,/api/orders,194, 64, UI
2025-07-01T12:00:15,/api/orders,195, 65, UI
2025-07-01T12:00:16,/api/orders,196, 66, UI
2025-07-01T12:00:17,/api/orders,197, 67, UI
2025-07-01T12:00:18,/api/orders,198, 68, UI
2025-07-01T12:00:19,/api/orders,199, 69, UI
2025-07-01T12:00:20,/api/orders,150, 20, UI
2025-07-01T12:00:21,/api/orders,151, 21, UI
2025-07-01T12:00:22,/api/orders,152, 22, UI
2025-07-01T12:00:23,/api/orders,153, 23, UI
2025-07-01T12:00:24,/api/orders,154, 24, UI
2025-07-01T12:00:25,/api/orders,155, 25, UI
2025-07-01T12:00:26,/api/orders,156, 26, UI
2025-07-01T12:00:27,/api/orders,157, 27, UI
2025-07-01T12:00:28,/api/orders,158, 28, UI
2025-07-01T12:00:29,/api/orders,159, 29, UI
2025-07-01T12:00:30,/api/orders,160, 30, UI
2025-07-01T12:00:31,/api/orders,161, 31, UI
2025-07-01T12:00:32,/api/orders,162, 32, UI
2025-07-01T12:00:33,/api/orders,163, 33, UI
2025-07-01T12:00:34,/api/orders,164, 34, UI
2025-07-01T12:00:35,/api/orders,165, 35, UI
2025-07-01T12:00:36,/api/orders,166, 36, UI
2025-07-01T12:00:37,/api/orders,167, 37, UI
2025-07-01T12:00:38,/api/orders,168, 38, UI
2025-07-01T12:00:39,/api/orders,169, 39, UI
2025-07-01T12:00:40,/api/orders,170, 40, UI
2025-07-01T12:00:41,/api/orders,171, 41, UI
2025-07-01T12:00:42,/api/orders,172, 42, UI
2025-07-01T12:00:43,/api/orders,173, 43, UI
2025-07-01T12:00:44,/api/orders,174, 44, UI
2025-07-01T12:00:45,/api/orders,175, 45, UI
2025-07-01T12:00:46,/api/orders,176, 46, UI
2025-07-01T12:00:47,/api/orders,177, 47, UI
2025-07-01T12:00:48,/api/orders,178, 48, UI
2025-07-01T12:00:49,/api/orders,179, 49, UI
2025-07-01T12:00:50,/api/orders,180, 50, UI
2025-07-01T12:00:51,/api/orders,181, 51, UI
2025-07-01T12:00:52,/api/orders,182, 52, UI
2025-07-01T12:00:53,/api/orders,183, 53, UI
2025-07-01T12:00:54,/api/orders,184, 54, UI
2025-07-01T12:00:55,/api/orders,185, 55, UI
2025-07-01T12:00:56,/api/orders,186, 56, UI
2025-07-01T12:00:57,/api/orders,187, 57, UI
2025-07-01T12:00:58,/api/orders,188, 58, UI
2025-07-01T12:00:59,/api/orders,189, 59, UI
2025-07-01T12:00:00,/api/orders,190, 60, UI
2025-07-01T12:00:01,/api/orders,191, 61, UI
2025-07-01T12:00:02,/api/orders,192, 62, UI
2025-07-01T12:00:03,/api/orders,193, 63, UI
2025-07-01T12:00:04,/api/orders,194, 64, UI
2025-07-01T12:00:05,/api/orders,195, 65, UI
2025-07-01T12:00:06,/api/orders,196, 66, UI
2025-07-01T12:00:07,/api/orders,197, 67, UI
2025-07-01T12:00:08,/api/orders,198, 68, UI
2025-07-01T12:00:09,/api/orders,199, 69, UI
2025-07-01T12:00:10,/api/orders,150, 20, UI
2025-07-01T12:00:11,/api/orders,151, 21, UI
2025-07-01T12:00:12,/api/orders,152, 22, UI
2025-07-01T12:00:13,/api/orders,153, 23, UI
2025-07-01T12:00:14,/api/orders,154, 24, UI
2025-07-01T12:00:15,/api/orders,155, 25, UI
2025-07-01T12:00:16,/api/orders,156, 26, UI
2025-07-01T12:00:17,/api/orders,157, 27, UI
2025-07-01T12:00:18,/api/orders,158, 28, UI
2025-07-01T12:00:19,/api/orders,159, 29, UI
2025-07-01T12:00:20,/api/orders,160, 30, UI
2025-07-01T12:00:21,/api/orders,161, 31, UI
2025-07-01T12:00:22,/api/orders,162, 32, UI
2025-07-01T12:00:23,/api/orders,163, 33, UI
2025-07-01T12:00:24,/api/orders,164, 34, UI
2025-07-01T12:00:25,/api/orders,165, 35, UI
2025-07-01T12:00:26,/api/orders,166, 36, UI
2025-07-01T12:00:27,/api/orders,167, 37, UI
2025-07-01T12:00:28,/api/orders,168, 38, UI
2025-07-01T12:00:29,/api/orders,169, 39, UI
2025-07-01T12:00:30,/api/orders,170, 40, UI
2025-07-01T12:00:31,/api/orders,171, 41, UI
2025-07-01T12:00:32,/api/orders,172, 42, UI
2025-07-01T12:00:33,/api/orders,173, 43, UI
2025-07-01T12:00:34,/api/orders,174, 44, UI
2025-07-01T12:00:35,/api/orders,175, 45, UI
2025-07-01T12:00:36,/api/orders,176, 46, UI
2025-07-01T12:00:37,/api/orders,177, 47, UI
2025-07-01T12:00:38,/api/orders,178, 48, UI
2025-07-01T12:00:39,/api/orders,179, 49, UI
2025-07-01T12:00:40,/api/orders,180, 50, UI
2025-07-01T12:00:41,/api/orders,181, 51, UI
2025-07-01T12:00:42,/api/orders,182, 52, UI
2025-07-01T12:00:43,/api/orders,183, 53, UI
2025-07-01T12:00:44,/api/orders,184, 54, UI
2025-07-01T12:00:45,/api/orders,185, 55, UI
2025-07-01T12:00:46,/api/orders,186, 56, UI
2025-07-01T12:00:47,/api/orders,187, 57, UI
2025-07-01T12:00:48,/api/orders,188, 58, UI
2025-07-01T12:00:49,/api/orders,189, 59, UI
2025-07-01T12:00:50,/api/orders,190, 60, UI
2025-07-01T12:00:51,/api/orders,191, 61, UI
2025-07-01T12:00:52,/api/orders,192, 62, UI
2025-07-01T12:00:53,/api/orders,193, 63, UI
2025-07-01T12:00:54,/api/orders,194, 64, UI
2025-07-01T12:00:55,/api/orders,195, 65, UI
2025-07-01T12:00:56,/api/orders,196, 66, UI
2025-07-01T12:00:57,/api/orders,197, 67, UI
2025-07-01T12:00:58,/api/orders,198, 68, UI
2025-07-01T12:00:59,/api/orders,199, 69, UI
2025-07-01T12:00:00,/api/orders,150, 20, UI
2025-07-01T12:00:01,/api/orders,151, 21, UI
2025-07-01T12:00:02,/api/orders,152, 22, UI
2025-07-01T12:00:03,/api/orders,153, 23, UI
2025-07-01T12:00:04,/api/orders,154, 24, UI
2025-07-01T12:00:05,/api/orders,155, 25, UI
2025-07-01T12:00:06,/api/orders,156, 26, UI
2025-07-01T12:00:07,/api/orders,157, 27, UI
2025-07-01T12:00:08,/api/orders,158, 28, UI
2025-07-01T12:00:09,/api/orders,159, 29, UI
2025-07-01T12:00:10,/api/orders,160, 30, UI
2025-07-01T12:00:11,/api/orders,161, 31, UI
2025-07-01T12:00:12,/api/orders,162, 32, UI
2025-07-01T12:00:13,/api/orders,163, 33, UI
2025-07-01T12:00:14,/api/orders,164, 34, UI
2025-07-01T12:00:15,/api/orders,165, 35, UI
2025-07-01T12:00:16,/api/orders,166, 36, UI
2025-07-01T12:00:17,/api/orders,167, 37, UI
2025-07-01T12:00:18,/api/orders,168, 38, UI
2025-07-01T12:00:19,/api/orders,169, 39, UI
2025-07-01T12:00:20,/api/orders,170, 40, UI
2025-07-01T12:00:21,/api/orders,171, 41, UI
2025-07-01T12:00:22,/api/orders,172, 42, UI
2025-07-01T12:00:23,/api/orders,173, 43, UI
2025-07-01T12:00:24,/api/orders,174, 44, UI
2025-07-01T12:00:25,/api/orders,175, 45, UI
2025-07-01T12:00:26,/api/orders,176, 46, UI
2025-07-01T12:00:27,/api/orders,177, 47, UI
2025-07-01T12:00:28,/api/orders,178, 48, UI
2025-07-01T12:00:29,/api/orders,179, 49, UI
2025-07-01T12:00:30,/api/orders,180, 50, UI
2025-07-01T12:00:31,/api/orders,181, 51, UI
